chr	start	stop	extra
14	100964781	100964851	"gene_id ""SNORD114-8""; transcript_id """"; db_xref ""GeneID:767584""; db_xref ""HGNC:HGNC:32996""; description ""small nucleolar RNA, C/D box 114-8""; gbkey ""Gene""; gene ""SNORD114-8""; gene_biotype ""snoRNA""; gene_synonym ""14q(II-8)""; "
14	100966029	100966099	"gene_id ""SNORD114-9""; transcript_id """"; db_xref ""GeneID:767585""; db_xref ""HGNC:HGNC:32997""; description ""small nucleolar RNA, C/D box 114-9""; gbkey ""Gene""; gene ""SNORD114-9""; gene_biotype ""snoRNA""; gene_synonym ""14q(II-9)""; "
14	100967052	100967122	"gene_id ""SNORD114-10""; transcript_id """"; db_xref ""GeneID:767588""; db_xref ""HGNC:HGNC:32998""; description ""small nucleolar RNA, C/D box 114-10""; gbkey ""Gene""; gene ""SNORD114-10""; gene_biotype ""snoRNA""; gene_synonym ""14q(II-10)""; "
14	100968111	100968184	"gene_id ""SNORD114-11""; transcript_id """"; db_xref ""GeneID:767589""; db_xref ""HGNC:HGNC:32999""; description ""small nucleolar RNA, C/D box 114-11""; gbkey ""Gene""; gene ""SNORD114-11""; gene_biotype ""snoRNA""; gene_synonym ""14q(II-11)""; "
14	100968948	100969021	"gene_id ""SNORD114-12""; transcript_id """"; db_xref ""GeneID:767590""; db_xref ""HGNC:HGNC:33000""; description ""small nucleolar RNA, C/D box 114-12""; gbkey ""Gene""; gene ""SNORD114-12""; gene_biotype ""snoRNA""; gene_synonym ""14q(II-12)""; "
14	100969879	100969951	"gene_id ""SNORD114-13""; transcript_id """"; db_xref ""GeneID:767591""; db_xref ""HGNC:HGNC:33001""; description ""small nucleolar RNA, C/D box 114-13""; gbkey ""Gene""; gene ""SNORD114-13""; gene_biotype ""snoRNA""; gene_synonym ""14q(II-13)""; "
14	100972103	100972176	"gene_id ""SNORD114-14""; transcript_id """"; db_xref ""GeneID:767592""; db_xref ""HGNC:HGNC:33002""; description ""small nucleolar RNA, C/D box 114-14""; gbkey ""Gene""; gene ""SNORD114-14""; gene_biotype ""snoRNA""; gene_synonym ""14q(II-14)""; "
14	100972670	100972740	"gene_id ""SNORD114-15""; transcript_id """"; db_xref ""GeneID:767593""; db_xref ""HGNC:HGNC:33003""; description ""small nucleolar RNA, C/D box 114-15""; gbkey ""Gene""; gene ""SNORD114-15""; gene_biotype ""snoRNA""; gene_synonym ""14q(II-15)""; "
14	100973595	100973663	"gene_id ""SNORD114-16""; transcript_id """"; db_xref ""GeneID:767594""; db_xref ""HGNC:HGNC:33004""; description ""small nucleolar RNA, C/D box 114-16""; gbkey ""Gene""; gene ""SNORD114-16""; gene_biotype ""snoRNA""; gene_synonym ""14q(II-16)""; "
14	100974806	100974879	"gene_id ""SNORD114-17""; transcript_id """"; db_xref ""GeneID:767595""; db_xref ""HGNC:HGNC:33005""; description ""small nucleolar RNA, C/D box 114-17""; gbkey ""Gene""; gene ""SNORD114-17""; gene_biotype ""snoRNA""; gene_synonym ""14q(II-17)""; "
14	100975825	100975895	"gene_id ""SNORD114-18""; transcript_id """"; db_xref ""GeneID:767596""; db_xref ""HGNC:HGNC:33006""; description ""small nucleolar RNA, C/D box 114-18""; gbkey ""Gene""; gene ""SNORD114-18""; gene_biotype ""snoRNA""; gene_synonym ""14q(II-18)""; "
14	100976477	100976550	"gene_id ""SNORD114-19""; transcript_id """"; db_xref ""GeneID:767597""; db_xref ""HGNC:HGNC:33007""; description ""small nucleolar RNA, C/D box 114-19""; gbkey ""Gene""; gene ""SNORD114-19""; gene_biotype ""snoRNA""; gene_synonym ""14q(II-19)""; "
14	100981004	100981074	"gene_id ""SNORD114-20""; transcript_id """"; db_xref ""GeneID:767598""; db_xref ""HGNC:HGNC:33008""; description ""small nucleolar RNA, C/D box 114-20""; gbkey ""Gene""; gene ""SNORD114-20""; gene_biotype ""snoRNA""; gene_synonym ""14q(II-20)""; "
14	100981975	100982045	"gene_id ""SNORD114-21""; transcript_id """"; db_xref ""GeneID:767599""; db_xref ""HGNC:HGNC:33009""; description ""small nucleolar RNA, C/D box 114-21""; gbkey ""Gene""; gene ""SNORD114-21""; gene_biotype ""snoRNA""; gene_synonym ""14q(II-21)""; "
14	100982926	100982996	"gene_id ""SNORD114-22""; transcript_id """"; db_xref ""GeneID:767600""; db_xref ""HGNC:HGNC:33010""; description ""small nucleolar RNA, C/D box 114-22""; gbkey ""Gene""; gene ""SNORD114-22""; gene_biotype ""snoRNA""; gene_synonym ""14q(II-22)""; "
14	100983876	100983946	"gene_id ""SNORD114-23""; transcript_id """"; db_xref ""GeneID:767603""; db_xref ""HGNC:HGNC:33011""; description ""small nucleolar RNA, C/D box 114-23""; gbkey ""Gene""; gene ""SNORD114-23""; gene_biotype ""snoRNA""; gene_synonym ""14q(II-23)""; "
14	100984777	100984847	"gene_id ""SNORD114-24""; transcript_id """"; db_xref ""GeneID:767604""; db_xref ""HGNC:HGNC:33012""; description ""small nucleolar RNA, C/D box 114-24""; gbkey ""Gene""; gene ""SNORD114-24""; gene_biotype ""snoRNA""; gene_synonym ""14q(II-24)""; "
14	100986057	100986127	"gene_id ""SNORD114-25""; transcript_id """"; db_xref ""GeneID:767605""; db_xref ""HGNC:HGNC:33013""; description ""small nucleolar RNA, C/D box 114-25""; gbkey ""Gene""; gene ""SNORD114-25""; gene_biotype ""snoRNA""; gene_synonym ""14q(II-25)""; "
14	100987046	100987116	"gene_id ""SNORD114-26""; transcript_id """"; db_xref ""GeneID:767606""; db_xref ""HGNC:HGNC:33014""; description ""small nucleolar RNA, C/D box 114-26""; gbkey ""Gene""; gene ""SNORD114-26""; gene_biotype ""snoRNA""; gene_synonym ""14q(II-26)""; "
14	100988161	100988229	"gene_id ""SNORD114-27""; transcript_id """"; db_xref ""GeneID:767608""; db_xref ""HGNC:HGNC:33015""; description ""small nucleolar RNA, C/D box 114-27""; gbkey ""Gene""; gene ""SNORD114-27""; gene_biotype ""snoRNA""; gene_synonym ""14q(II-27)""; "
14	100989130	100989200	"gene_id ""SNORD114-28""; transcript_id """"; db_xref ""GeneID:767609""; db_xref ""HGNC:HGNC:33016""; description ""small nucleolar RNA, C/D box 114-28""; gbkey ""Gene""; gene ""SNORD114-28""; gene_biotype ""snoRNA""; gene_synonym ""14q(II-28)""; "
14	100990091	100990159	"gene_id ""SNORD114-29""; transcript_id """"; db_xref ""GeneID:767610""; db_xref ""HGNC:HGNC:33017""; description ""small nucleolar RNA, C/D box 114-29""; gbkey ""Gene""; gene ""SNORD114-29""; gene_biotype ""snoRNA""; gene_synonym ""14q(II-29)""; "
14	100991919	100991989	"gene_id ""SNORD114-30""; transcript_id """"; db_xref ""GeneID:767611""; db_xref ""HGNC:HGNC:33018""; description ""small nucleolar RNA, C/D box 114-30""; gbkey ""Gene""; gene ""SNORD114-30""; gene_biotype ""snoRNA""; gene_synonym ""14q(II-30)""; "
14	100993236	100993309	"gene_id ""SNORD114-31""; transcript_id """"; db_xref ""GeneID:767612""; db_xref ""HGNC:HGNC:33019""; description ""small nucleolar RNA, C/D box 114-31""; gbkey ""Gene""; gene ""SNORD114-31""; gene_biotype ""snoRNA""; gene_synonym ""14q(II-31)""; "
14	101561351	101563452	"gene_id ""DIO3""; transcript_id """"; db_xref ""GeneID:1735""; db_xref ""HGNC:HGNC:2885""; db_xref ""MIM:601038""; description ""iodothyronine deiodinase 3""; gbkey ""Gene""; gene ""DIO3""; gene_biotype ""protein_coding""; gene_synonym ""5DIII""; gene_synonym ""D3""; gene_synonym ""DIOIII""; gene_synonym ""TXDI3""; "
14	101964573	102056443	"gene_id ""DYNC1H1""; transcript_id """"; db_xref ""GeneID:1778""; db_xref ""HGNC:HGNC:2961""; db_xref ""MIM:600112""; description ""dynein cytoplasmic 1 heavy chain 1""; gbkey ""Gene""; gene ""DYNC1H1""; gene_biotype ""protein_coding""; gene_synonym ""CMT2O""; gene_synonym ""DHC1""; gene_synonym ""DHC1a""; gene_synonym ""DNCH1""; gene_synonym ""Dnchc1""; gene_synonym ""DNCL""; gene_synonym ""DNECL""; gene_synonym ""DYHC""; gene_synonym ""HL-3""; gene_synonym ""p22""; gene_synonym ""SMALED1""; "
14	102348282	102362890	"gene_id ""CINP""; transcript_id """"; db_xref ""GeneID:51550""; db_xref ""HGNC:HGNC:23789""; db_xref ""MIM:613362""; description ""cyclin dependent kinase 2 interacting protein""; gbkey ""Gene""; gene ""CINP""; gene_biotype ""protein_coding""; "
14	102362941	102502477	"gene_id ""TECPR2""; transcript_id """"; db_xref ""GeneID:9895""; db_xref ""HGNC:HGNC:19957""; db_xref ""MIM:615000""; description ""tectonin beta-propeller repeat containing 2""; gbkey ""Gene""; gene ""TECPR2""; gene_biotype ""protein_coding""; gene_synonym ""HSAN9""; gene_synonym ""KIAA0329""; gene_synonym ""SPG49""; "
14	102501767	102509776	"gene_id ""ANKRD9""; transcript_id """"; db_xref ""GeneID:122416""; db_xref ""HGNC:HGNC:20096""; db_xref ""MIM:618605""; description ""ankyrin repeat domain 9""; gbkey ""Gene""; gene ""ANKRD9""; gene_biotype ""protein_coding""; "
14	103084210	103090027	"gene_id ""LBHD2""; transcript_id """"; db_xref ""GeneID:107984640""; db_xref ""HGNC:HGNC:52384""; description ""LBH domain containing 2""; gbkey ""Gene""; gene ""LBHD2""; gene_biotype ""protein_coding""; "
14	103334237	103345025	"gene_id ""EIF5""; transcript_id """"; db_xref ""GeneID:1983""; db_xref ""HGNC:HGNC:3299""; db_xref ""MIM:601710""; description ""eukaryotic translation initiation factor 5""; gbkey ""Gene""; gene ""EIF5""; gene_biotype ""protein_coding""; gene_synonym ""EIF-5""; gene_synonym ""EIF-5A""; "
14	103337849	103337974	"gene_id ""SNORA28""; transcript_id """"; db_xref ""GeneID:677811""; db_xref ""HGNC:HGNC:32618""; description ""small nucleolar RNA, H/ACA box 28""; gbkey ""Gene""; gene ""SNORA28""; gene_biotype ""snoRNA""; gene_synonym ""ACA28""; "
14	103519667	103522830	"gene_id ""CKB""; transcript_id """"; db_xref ""GeneID:1152""; db_xref ""HGNC:HGNC:1991""; db_xref ""MIM:123280""; description ""creatine kinase B""; gbkey ""Gene""; gene ""CKB""; gene_biotype ""protein_coding""; gene_synonym ""B-CK""; gene_synonym ""BCK""; gene_synonym ""CKBB""; gene_synonym ""CPK-B""; gene_synonym ""HEL-211""; gene_synonym ""HEL-S-29""; "
14	103529196	103537073	"gene_id ""TRMT61A""; transcript_id """"; db_xref ""GeneID:115708""; db_xref ""HGNC:HGNC:23790""; description ""tRNA methyltransferase 61A""; gbkey ""Gene""; gene ""TRMT61A""; gene_biotype ""protein_coding""; gene_synonym ""C14orf172""; gene_synonym ""GCD14""; gene_synonym ""Gcd14p""; gene_synonym ""hTRM61""; gene_synonym ""TRM61""; "
14	103556551	103562657	"gene_id ""BAG5""; transcript_id """"; db_xref ""GeneID:9529""; db_xref ""HGNC:HGNC:941""; db_xref ""MIM:603885""; description ""BAG cochaperone 5""; gbkey ""Gene""; gene ""BAG5""; gene_biotype ""protein_coding""; gene_synonym ""BAG-5""; gene_synonym ""CMD2F""; "
14	103562960	103590899	"gene_id ""COA8""; transcript_id """"; db_xref ""GeneID:84334""; db_xref ""HGNC:HGNC:20492""; db_xref ""MIM:616003""; description ""cytochrome c oxidase assembly factor 8""; gbkey ""Gene""; gene ""COA8""; gene_biotype ""protein_coding""; gene_synonym ""APOP""; gene_synonym ""APOP1""; gene_synonym ""APOPT1""; gene_synonym ""C14orf153""; gene_synonym ""MC4DN17""; "
14	103629211	103701544	"gene_id ""KLC1""; transcript_id """"; db_xref ""GeneID:3831""; db_xref ""HGNC:HGNC:6387""; db_xref ""MIM:600025""; description ""kinesin light chain 1""; gbkey ""Gene""; gene ""KLC1""; gene_biotype ""protein_coding""; gene_synonym ""KLC""; gene_synonym ""KNS2""; gene_synonym ""KNS2A""; "
14	103715810	103733664	"gene_id ""ZFYVE21""; transcript_id """"; db_xref ""GeneID:79038""; db_xref ""HGNC:HGNC:20760""; db_xref ""MIM:613504""; description ""zinc finger FYVE-type containing 21""; gbkey ""Gene""; gene ""ZFYVE21""; gene_biotype ""protein_coding""; gene_synonym ""HCVP7TP1""; gene_synonym ""ZF21""; "
14	103912288	103921529	"gene_id ""ATP5MJ""; transcript_id """"; db_xref ""GeneID:9556""; db_xref ""HGNC:HGNC:1188""; db_xref ""MIM:604573""; description ""ATP synthase membrane subunit j""; gbkey ""Gene""; gene ""ATP5MJ""; gene_biotype ""protein_coding""; gene_synonym ""6.8PL""; gene_synonym ""ATP5MPL""; gene_synonym ""C14orf2""; gene_synonym ""MLQ""; gene_synonym ""MP68""; gene_synonym ""PLPM""; "
14	103940426	103942529	"gene_id ""RD3L""; transcript_id """"; db_xref ""GeneID:647286""; db_xref ""HGNC:HGNC:40912""; description ""RD3 like""; gbkey ""Gene""; gene ""RD3L""; gene_biotype ""protein_coding""; gene_synonym ""TDRD9-AS1""; gene_synonym ""TDRD9AS1""; "
14	104689618	104722535	"gene_id ""INF2""; transcript_id """"; db_xref ""GeneID:64423""; db_xref ""HGNC:HGNC:23791""; db_xref ""MIM:610982""; description ""inverted formin 2""; gbkey ""Gene""; gene ""INF2""; gene_biotype ""protein_coding""; gene_synonym ""C14orf151""; gene_synonym ""C14orf173""; gene_synonym ""CMTDIE""; gene_synonym ""FSGS5""; gene_synonym ""pp9484""; "
14	104800554	104804712	"gene_id ""ZBTB42""; transcript_id """"; db_xref ""GeneID:100128927""; db_xref ""HGNC:HGNC:32550""; db_xref ""MIM:613915""; description ""zinc finger and BTB domain containing 42""; gbkey ""Gene""; gene ""ZBTB42""; gene_biotype ""protein_coding""; gene_synonym ""LCCS6""; gene_synonym ""ZNF925""; "
14	105009573	105021083	"gene_id ""CDCA4""; transcript_id """"; db_xref ""GeneID:55038""; db_xref ""HGNC:HGNC:14625""; db_xref ""MIM:612270""; description ""cell division cycle associated 4""; gbkey ""Gene""; gene ""CDCA4""; gene_biotype ""protein_coding""; gene_synonym ""HEPP""; gene_synonym ""SEI-3/HEPP""; "
14	105049395	105065430	"gene_id ""GPR132""; transcript_id """"; db_xref ""GeneID:29933""; db_xref ""HGNC:HGNC:17482""; db_xref ""MIM:606167""; description ""G protein-coupled receptor 132""; gbkey ""Gene""; gene ""GPR132""; gene_biotype ""protein_coding""; gene_synonym ""G2A""; "
14	105172939	105181312	"gene_id ""NUDT14""; transcript_id """"; db_xref ""GeneID:256281""; db_xref ""HGNC:HGNC:20141""; db_xref ""MIM:609219""; description ""nudix hydrolase 14""; gbkey ""Gene""; gene ""NUDT14""; gene_biotype ""protein_coding""; gene_synonym ""UGPP""; gene_synonym ""UGPPase""; "
14	105248533	105251093	"gene_id ""BTBD6""; transcript_id """"; db_xref ""GeneID:90135""; db_xref ""HGNC:HGNC:19897""; description ""BTB domain containing 6""; gbkey ""Gene""; gene ""BTBD6""; gene_biotype ""protein_coding""; gene_synonym ""BDPL""; "
14	105472945	105480170	"gene_id ""CRIP2""; transcript_id """"; db_xref ""GeneID:1397""; db_xref ""HGNC:HGNC:2361""; db_xref ""MIM:601183""; description ""cysteine rich protein 2""; gbkey ""Gene""; gene ""CRIP2""; gene_biotype ""protein_coding""; gene_synonym ""CRIP""; gene_synonym ""CRP2""; gene_synonym ""ESP1""; "
14	105486886	105488947	"gene_id ""CRIP1""; transcript_id """"; db_xref ""GeneID:1396""; db_xref ""HGNC:HGNC:2360""; db_xref ""MIM:123875""; description ""cysteine rich protein 1""; gbkey ""Gene""; gene ""CRIP1""; gene_biotype ""protein_coding""; gene_synonym ""CRHP""; gene_synonym ""CRIP""; gene_synonym ""CRP-1""; gene_synonym ""CRP1""; "
14	105489855	105499248	"gene_id ""TEDC1""; transcript_id """"; db_xref ""GeneID:283643""; db_xref ""HGNC:HGNC:20127""; description ""tubulin epsilon and delta complex 1""; gbkey ""Gene""; gene ""TEDC1""; gene_biotype ""protein_coding""; gene_synonym ""C14orf80""; "
14	105526583	105530198	"gene_id ""TMEM121""; transcript_id """"; db_xref ""GeneID:80757""; db_xref ""HGNC:HGNC:20511""; description ""transmembrane protein 121""; gbkey ""Gene""; gene ""TMEM121""; gene_biotype ""protein_coding""; gene_synonym ""hole""; gene_synonym ""TMEM121A""; "
15	20531856	20541800	"gene_id ""GOLGA6L6""; transcript_id """"; db_xref ""GeneID:727832""; db_xref ""HGNC:HGNC:37225""; description ""golgin A6 family like 6""; gbkey ""Gene""; gene ""GOLGA6L6""; gene_biotype ""protein_coding""; "
15	21637909	21638992	"gene_id ""OR4M2B""; transcript_id """"; db_xref ""GeneID:118568804""; db_xref ""HGNC:HGNC:55109""; description ""olfactory receptor family 4 subfamily M member 2B""; gbkey ""Gene""; gene ""OR4M2B""; gene_biotype ""protein_coding""; "
15	21651844	21652968	"gene_id ""OR4N4C""; transcript_id """"; db_xref ""GeneID:105369274""; db_xref ""HGNC:HGNC:55110""; description ""olfactory receptor family 4 subfamily N member 4C""; gbkey ""Gene""; gene ""OR4N4C""; gene_biotype ""protein_coding""; "
15	22080527	22081610	"gene_id ""OR4M2""; transcript_id """"; db_xref ""GeneID:390538""; db_xref ""HGNC:HGNC:15373""; description ""olfactory receptor family 4 subfamily M member 2""; gbkey ""Gene""; gene ""OR4M2""; gene_biotype ""protein_coding""; gene_synonym ""OR15-3""; "
15	22094522	22095862	"gene_id ""OR4N4""; transcript_id """"; db_xref ""GeneID:283694""; db_xref ""HGNC:HGNC:15375""; description ""olfactory receptor family 4 subfamily N member 4""; gbkey ""Gene""; gene ""OR4N4""; gene_biotype ""protein_coding""; gene_synonym ""OR15-1""; gene_synonym ""OR15-5""; "
15	22458903	22469226	"gene_id ""GOLGA6L22""; transcript_id """"; db_xref ""GeneID:440243""; db_xref ""HGNC:HGNC:50289""; description ""golgin A6 family like 22""; gbkey ""Gene""; gene ""GOLGA6L22""; gene_biotype ""protein_coding""; "
15	22786225	22829789	"gene_id ""NIPA1""; transcript_id """"; db_xref ""GeneID:123606""; db_xref ""HGNC:HGNC:17043""; db_xref ""MIM:608145""; description ""NIPA magnesium transporter 1""; gbkey ""Gene""; gene ""NIPA1""; gene_biotype ""protein_coding""; gene_synonym ""FSP3""; gene_synonym ""SLC57A1""; gene_synonym ""SPG6""; "
15	22867052	22980898	"gene_id ""CYFIP1""; transcript_id """"; db_xref ""GeneID:23191""; db_xref ""HGNC:HGNC:13759""; db_xref ""MIM:606322""; description ""cytoplasmic FMR1 interacting protein 1""; gbkey ""Gene""; gene ""CYFIP1""; gene_biotype ""protein_coding""; gene_synonym ""P140SRA-1""; gene_synonym ""SHYC""; gene_synonym ""SRA-1""; gene_synonym ""SRA1""; "
15	23127066	23136822	"gene_id ""GOLGA6L1""; transcript_id """"; db_xref ""GeneID:283767""; db_xref ""HGNC:HGNC:37444""; description ""golgin A6 family like 1""; gbkey ""Gene""; gene ""GOLGA6L1""; gene_biotype ""protein_coding""; "
15	23354748	23368489	"gene_id ""GOLGA8S""; transcript_id """"; db_xref ""GeneID:653061""; db_xref ""HGNC:HGNC:44409""; description ""golgin A8 family member S""; gbkey ""Gene""; gene ""GOLGA8S""; gene_biotype ""protein_coding""; "
15	23565674	23568044	"gene_id ""MKRN3""; transcript_id """"; db_xref ""GeneID:7681""; db_xref ""HGNC:HGNC:7114""; db_xref ""MIM:603856""; description ""makorin ring finger protein 3""; gbkey ""Gene""; gene ""MKRN3""; gene_biotype ""protein_coding""; gene_synonym ""CPPB2""; gene_synonym ""D15S9""; gene_synonym ""RNF63""; gene_synonym ""ZFP127""; gene_synonym ""ZNF127""; "
15	23643549	23647867	"gene_id ""MAGEL2""; transcript_id """"; db_xref ""GeneID:54551""; db_xref ""HGNC:HGNC:6814""; db_xref ""MIM:605283""; description ""MAGE family member L2""; gbkey ""Gene""; gene ""MAGEL2""; gene_biotype ""protein_coding""; gene_synonym ""NDNL1""; gene_synonym ""nM15""; gene_synonym ""PWLS""; gene_synonym ""SHFYNG""; "
15	23685400	23687305	"gene_id ""NDN""; transcript_id """"; db_xref ""GeneID:4692""; db_xref ""HGNC:HGNC:7675""; db_xref ""MIM:602117""; description ""necdin, MAGE family member""; gbkey ""Gene""; gene ""NDN""; gene_biotype ""protein_coding""; gene_synonym ""HsT16328""; gene_synonym ""PWCR""; "
15	24675775	24683393	"gene_id ""NPAP1""; transcript_id """"; db_xref ""GeneID:23742""; db_xref ""HGNC:HGNC:1190""; db_xref ""MIM:610922""; description ""nuclear pore associated protein 1""; gbkey ""Gene""; gene ""NPAP1""; gene_biotype ""protein_coding""; gene_synonym ""C15orf2""; "
15	24823637	24978723	"gene_id ""SNRPN""; transcript_id """"; db_xref ""GeneID:6638""; db_xref ""HGNC:HGNC:11164""; db_xref ""MIM:182279""; description ""small nuclear ribonucleoprotein polypeptide N""; exception ""dicistronic gene""; gbkey ""Gene""; gene ""SNRPN""; gene_biotype ""protein_coding""; gene_synonym ""HCERN3""; gene_synonym ""PWCR""; gene_synonym ""PWS""; gene_synonym ""RT-LI""; gene_synonym ""SM-D""; gene_synonym ""sm-N""; gene_synonym ""SMN""; gene_synonym ""SNRNP-N""; gene_synonym ""SNURF-SNRPN""; "
15	24954987	24978723	"gene_id ""SNURF""; transcript_id """"; db_xref ""GeneID:8926""; db_xref ""HGNC:HGNC:11171""; description ""SNRPN upstream open reading frame""; exception ""dicistronic gene""; gbkey ""Gene""; gene ""SNURF""; gene_biotype ""protein_coding""; "
15	24981994	24982068	"gene_id ""SNORD107""; transcript_id """"; db_xref ""GeneID:91380""; db_xref ""HGNC:HGNC:32771""; description ""small nucleolar RNA, C/D box 107""; gbkey ""Gene""; gene ""SNORD107""; gene_biotype ""snoRNA""; gene_synonym ""HBII-436""; "
15	24985100	24985166	"gene_id ""SNORD64""; transcript_id """"; db_xref ""GeneID:347686""; db_xref ""HGNC:HGNC:32725""; description ""small nucleolar RNA, C/D box 64""; gbkey ""Gene""; gene ""SNORD64""; gene_biotype ""snoRNA""; gene_synonym ""HBII-13""; "
15	24986925	24986993	"gene_id ""SNORD108""; transcript_id """"; db_xref ""GeneID:338427""; db_xref ""HGNC:HGNC:32772""; description ""small nucleolar RNA, C/D box 108""; gbkey ""Gene""; gene ""SNORD108""; gene_biotype ""snoRNA""; gene_synonym ""HBII-437""; "
15	25041974	25042040	"gene_id ""SNORD109A""; transcript_id """"; db_xref ""GeneID:338428""; db_xref ""HGNC:HGNC:32773""; description ""small nucleolar RNA, C/D box 109A""; gbkey ""Gene""; gene ""SNORD109A""; gene_biotype ""snoRNA""; gene_synonym ""HBII-438A""; "
15	25051476	25051572	"gene_id ""SNORD116-1""; transcript_id """"; db_xref ""GeneID:100033413""; db_xref ""HGNC:HGNC:33067""; db_xref ""MIM:605436""; description ""small nucleolar RNA, C/D box 116-1""; gbkey ""Gene""; gene ""SNORD116-1""; gene_biotype ""snoRNA""; gene_synonym ""HBII-85-1""; gene_synonym ""PWCR1""; "
15	25054209	25054305	"gene_id ""SNORD116-2""; transcript_id """"; db_xref ""GeneID:100033414""; db_xref ""HGNC:HGNC:33068""; description ""small nucleolar RNA, C/D box 116-2""; gbkey ""Gene""; gene ""SNORD116-2""; gene_biotype ""snoRNA""; gene_synonym ""HBII-85-2""; "
15	25056859	25056955	"gene_id ""SNORD116-3""; transcript_id """"; db_xref ""GeneID:100033415""; db_xref ""HGNC:HGNC:33069""; description ""small nucleolar RNA, C/D box 116-3""; gbkey ""Gene""; gene ""SNORD116-3""; gene_biotype ""snoRNA""; gene_synonym ""HBII-85-3""; "
15	25059537	25059634	"gene_id ""SNORD116-4""; transcript_id """"; db_xref ""GeneID:100033416""; db_xref ""HGNC:HGNC:33070""; description ""small nucleolar RNA, C/D box 116-4""; gbkey ""Gene""; gene ""SNORD116-4""; gene_biotype ""snoRNA""; gene_synonym ""HBII-85-4""; "
15	25062332	25062428	"gene_id ""SNORD116-5""; transcript_id """"; db_xref ""GeneID:100033417""; db_xref ""HGNC:HGNC:33071""; description ""small nucleolar RNA, C/D box 116-5""; gbkey ""Gene""; gene ""SNORD116-5""; gene_biotype ""snoRNA""; gene_synonym ""HBII-85-5""; "
15	25065025	25065122	"gene_id ""SNORD116-6""; transcript_id """"; db_xref ""GeneID:100033418""; db_xref ""HGNC:HGNC:33072""; description ""small nucleolar RNA, C/D box 116-6""; gbkey ""Gene""; gene ""SNORD116-6""; gene_biotype ""snoRNA""; gene_synonym ""HBII-85-6""; "
15	25067787	25067883	"gene_id ""SNORD116-7""; transcript_id """"; db_xref ""GeneID:100033419""; db_xref ""HGNC:HGNC:33073""; description ""small nucleolar RNA, C/D box 116-7""; gbkey ""Gene""; gene ""SNORD116-7""; gene_biotype ""snoRNA""; gene_synonym ""HBII-85-7""; "
15	25070431	25070527	"gene_id ""SNORD116-8""; transcript_id """"; db_xref ""GeneID:100033420""; db_xref ""HGNC:HGNC:33074""; description ""small nucleolar RNA, C/D box 116-8""; gbkey ""Gene""; gene ""SNORD116-8""; gene_biotype ""snoRNA""; gene_synonym ""HBII-85-8""; "
15	25073106	25073202	"gene_id ""SNORD116-9""; transcript_id """"; db_xref ""GeneID:100033421""; db_xref ""HGNC:HGNC:33075""; description ""small nucleolar RNA, C/D box 116-9""; gbkey ""Gene""; gene ""SNORD116-9""; gene_biotype ""snoRNA""; gene_synonym ""HBII-85-9""; "
15	25074113	25074216	"gene_id ""SNORD116-10""; transcript_id """"; db_xref ""GeneID:100033422""; db_xref ""HGNC:HGNC:33076""; description ""small nucleolar RNA, C/D box 116-10""; gbkey ""Gene""; gene ""SNORD116-10""; gene_biotype ""snoRNA""; gene_synonym ""HBII-85-10""; "
15	25075928	25076021	"gene_id ""SNORD116-11""; transcript_id """"; db_xref ""GeneID:100033423""; db_xref ""HGNC:HGNC:33077""; description ""small nucleolar RNA, C/D box 116-11""; gbkey ""Gene""; gene ""SNORD116-11""; gene_biotype ""snoRNA""; gene_synonym ""HBII-85-11""; "
15	25077050	25077143	"gene_id ""SNORD116-12""; transcript_id """"; db_xref ""GeneID:100033424""; db_xref ""HGNC:HGNC:33078""; description ""small nucleolar RNA, C/D box 116-12""; gbkey ""Gene""; gene ""SNORD116-12""; gene_biotype ""snoRNA""; gene_synonym ""HBII-85-12""; "
15	25079057	25079150	"gene_id ""SNORD116-13""; transcript_id """"; db_xref ""GeneID:100033425""; db_xref ""HGNC:HGNC:33079""; description ""small nucleolar RNA, C/D box 116-13""; gbkey ""Gene""; gene ""SNORD116-13""; gene_biotype ""snoRNA""; gene_synonym ""HBII-85-13""; "
15	25080141	25080234	"gene_id ""SNORD116-14""; transcript_id """"; db_xref ""GeneID:100033426""; db_xref ""HGNC:HGNC:33080""; description ""small nucleolar RNA, C/D box 116-14""; gbkey ""Gene""; gene ""SNORD116-14""; gene_biotype ""snoRNA""; gene_synonym ""HBII-85-14""; "
15	25081286	25081379	"gene_id ""SNORD116-15""; transcript_id """"; db_xref ""GeneID:100033427""; db_xref ""HGNC:HGNC:33081""; description ""small nucleolar RNA, C/D box 116-15""; gbkey ""Gene""; gene ""SNORD116-15""; gene_biotype ""snoRNA""; gene_synonym ""HBII-85-15""; "
15	25082767	25082860	"gene_id ""SNORD116-16""; transcript_id """"; db_xref ""GeneID:100033428""; db_xref ""HGNC:HGNC:33082""; description ""small nucleolar RNA, C/D box 116-16""; gbkey ""Gene""; gene ""SNORD116-16""; gene_biotype ""snoRNA""; gene_synonym ""HBII-85-16""; "
15	25083587	25083680	"gene_id ""SNORD116-17""; transcript_id """"; db_xref ""GeneID:100033429""; db_xref ""HGNC:HGNC:33083""; description ""small nucleolar RNA, C/D box 116-17""; gbkey ""Gene""; gene ""SNORD116-17""; gene_biotype ""snoRNA""; gene_synonym ""HBII-85-17""; "
